contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days
C-1071,1071,507,9940506.46507017,2023-03-07,0,0.0,Good,Completed,1753
C-1072,1072,937,315153955.7404815,2023-02-10,594,148.54,Poor,Terminated,1421
C-1073,1073,989,123128643.48830429,2023-03-26,25,25.12,Good,Completed,783
C-1074,1074,215,3970746.970912184,2024-09-27,11,1.11,Good,Completed,835
C-1075,1075,980,5852761.43826659,2024-07-08,1,2.12,Good,Completed,2380
C-1076,1076,54,4203939.786700239,2025-10-16,57,20.78,Good,Completed,2332
C-1077,1077,702,8648589.998935735,2020-09-14,5,2.63,Good,Completed,1533
C-1078,1078,730,10320942.051456137,2023-08-05,0,0.0,Good,Completed,1912
C-1079,1079,367,3080302.1566994684,2020-01-12,50,0.0,Good,Completed,-333
C-1080,1080,281,2300764.552849391,2024-10-19,12,0.0,Good,Completed,1982
C-1081,1081,195,7085288.506584285,2020-03-26,0,0.0,Good,Completed,474
C-1082,1082,434,258145186.63482368,2021-03-27,287,101.65,Poor,Terminated,-43
C-1083,1083,741,6355503.623190255,2020-07-11,43,20.0,Good,Completed,-617
C-1084,1084,442,4356294.2903648615,2025-02-08,15,20.0,Good,Completed,2962
C-1085,1085,434,49892395.12660976,2020-07-04,101,41.59,Poor,Completed,-309
C-1086,1086,256,4274298.045388829,2023-01-13,39,1.5,Good,Completed,-369
C-1087,1087,950,120953431.80672047,2025-10-18,201,89.71,Poor,Terminated,1962
C-1088,1088,905,5294304.546643282,2022-07-15,1,3.59,Good,Completed,1047
C-1089,1089,754,9040845.398201145,2023-12-13,23,22.83,Good,Completed,1055
C-1090,1090,187,2426899.3348517357,2021-10-20,42,0.0,Good,Completed,-264
C-1091,1091,612,439869769.53517187,2025-09-03,86,26.2,Poor,Completed,1462
C-1092,1092,877,17856206.225624226,2024-09-11,27,21.96,Good,Completed,1328
C-1093,1093,809,416119196.23579454,2023-03-16,602,160.16,Poor,Terminated,2476
C-1094,1094,891,2156001.7059110026,2023-06-18,40,23.15,Good,Completed,-164
C-1095,1095,620,23193832.479970254,2021-11-16,99,35.46,Poor,Completed,-335
C-1096,1096,543,393810765.16416454,2025-11-30,335,109.0,Poor,Terminated,1276
C-1097,1097,828,15123540.756030217,2023-08-21,53,4.84,Good,Completed,-550
C-1098,1098,750,43126271.04174117,2021-04-04,89,22.65,Poor,Completed,-922
C-1099,1099,744,9940801.351090044,2023-12-22,50,21.47,Good,Completed,1202
C-1100,1100,860,593808.4590174132,2021-06-03,22,0.0,Good,Completed,-1204
C-1101,1101,524,208358067.10907444,2020-11-06,48,23.51,Poor,Completed,1691
C-1102,1102,77,7043434.026722101,2024-12-29,36,0.0,Good,Completed,84
C-1103,1103,638,2744843.5278208503,2023-08-12,38,0.22,Good,Completed,-229
C-1104,1104,442,3636681.6554675656,2023-07-20,31,20.0,Good,Completed,2393
C-1105,1105,918,5566824.648792687,2020-10-08,2,0.97,Good,Completed,421
C-1106,1106,930,9534175.372437866,2022-07-13,70,20.0,Good,Completed,-1257
C-1107,1107,282,7980620.982747451,2021-07-12,15,0.0,Good,Completed,1960
C-1108,1108,595,5665016.335875004,2023-11-24,0,4.1,Good,Completed,2275
C-1109,1109,659,240627.91852978792,2022-05-26,1,2.21,Good,Completed,706
C-1110,1110,139,4989679.892940222,2025-08-31,16,0.0,Good,Completed,662
C-1111,1111,850,47717877.12871276,2022-07-20,38,0.5,Good,Completed,-553
C-1112,1112,140,1943627.801027655,2020-11-09,45,20.0,Good,Completed,-1021
C-1113,1113,569,242641.52220148998,2020-06-03,25,0.0,Good,Completed,-1181
C-1114,1114,784,1738634.342686479,2021-08-13,20,1.21,Good,Completed,27
C-1115,1115,502,8802128.540632846,2024-03-06,9,3.87,Good,Completed,1479
C-1116,1116,807,9544882.598712763,2024-04-14,6,1.11,Good,Completed,2940
C-1117,1117,844,151465.20241634088,2023-12-11,0,0.0,Good,Completed,1976
C-1118,1118,331,250012231.31972557,2023-01-25,54,19.68,Poor,Terminated,1698
C-1119,1119,702,385129558.8773216,2022-07-08,635,193.58,Poor,Terminated,2195
C-1120,1120,504,5235221.230428061,2021-11-24,8,0.69,Good,Completed,1293
C-1121,1121,777,14164984.127357231,2022-08-08,6,2.38,Good,Completed,1895
C-1122,1122,146,4943576.046075081,2025-10-13,36,20.0,Good,Completed,1403
C-1123,1123,698,7443443.803142202,2020-06-18,29,2.51,Good,Completed,-483
C-1124,1124,808,3967313.357281567,2023-03-10,11,2.24,Good,Completed,-361
C-1125,1125,744,4354330.526975252,2023-04-16,58,20.0,Good,Completed,952
C-1126,1126,565,9502192.12717211,2021-12-22,56,21.23,Good,Completed,-905
C-1127,1127,184,1731310.0770384625,2022-03-05,15,0.0,Good,Completed,1804
C-1128,1128,428,6073366.799932657,2024-08-31,3,3.7,Good,Completed,1003
C-1129,1129,288,5780932.706312666,2025-03-18,22,20.0,Good,Completed,2920
C-1130,1130,252,2980109.987592047,2021-08-22,33,0.0,Good,Completed,218
C-1131,1131,99,366567658.280927,2022-04-06,467,172.96,Poor,Terminated,155
C-1132,1132,213,2009657.9898389883,2022-04-09,42,4.23,Good,Completed,10
C-1133,1133,5,6147704.435918114,2024-09-10,15,4.82,Good,Completed,2354
C-1134,1134,186,8092211.694749292,2021-01-20,13,0.0,Good,Completed,1536
C-1135,1135,115,1689620.3088643781,2025-04-02,44,20.0,Good,Completed,185
C-1136,1136,681,8219091.785310866,2024-12-04,0,0.06,Good,Completed,2532
C-1137,1137,128,2531849.0327844555,2020-07-28,16,0.84,Good,Completed,-1905
C-1138,1138,737,62911538.95643381,2024-03-14,40,23.43,Good,Completed,1267
C-1139,1139,940,4980604.6332389,2021-09-09,2,1.7,Good,Completed,1879
C-1140,1140,977,2615784.0638217377,2023-08-23,81,22.3,Good,Completed,-616
C-1141,1141,701,5143704.133571396,2020-04-15,38,0.0,Good,Completed,-1646
C-1142,1142,222,5577112.43697687,2025-09-04,25,0.0,Good,Completed,231
C-1143,1143,361,2679172.503211108,2021-01-30,31,0.0,Good,Completed,150
C-1144,1144,972,1614475.3940384074,2024-06-12,57,20.67,Good,Completed,267
C-1145,1145,778,233560884.04654074,2023-03-10,55,20.52,Poor,Completed,872
C-1146,1146,455,8901159.098981688,2025-04-16,3,0.44,Good,Completed,2771
C-1147,1147,950,4665600.1537001515,2022-11-10,4,2.36,Good,Completed,889
C-1148,1148,861,19323128.41012508,2021-07-21,49,7.29,Good,Completed,-696
C-1149,1149,312,8620699.055631867,2023-01-30,39,2.7,Good,Completed,-231
C-1150,1150,632,5949539.173053504,2023-12-11,16,0.18,Good,Completed,-307
C-1151,1151,206,4849134.398993402,2022-04-09,31,21.93,Good,Completed,1259
C-1152,1152,878,1103227.5833535744,2021-08-08,32,21.98,Good,Completed,-1392
C-1153,1153,918,2862552.6728224265,2024-05-08,1,0.0,Good,Completed,1729
C-1154,1154,778,3050063.5333830877,2024-03-30,10,0.0,Good,Completed,1258
C-1155,1155,588,4741034.477569523,2024-01-25,60,20.45,Good,Completed,-554
C-1156,1156,238,125433685.6318082,2024-03-28,45,25.98,Good,Completed,2506
C-1157,1157,611,3312540.813958259,2022-08-19,0,2.01,Good,Completed,840
C-1158,1158,318,1888718.124307643,2024-10-15,12,2.52,Good,Completed,1328
C-1159,1159,411,36082204.68813223,2021-09-20,69,26.69,Poor,Completed,693
C-1160,1160,234,1651511.6855374363,2023-02-14,49,20.95,Good,Completed,-333
C-1161,1161,31,9039459.258579535,2025-04-15,38,0.32,Good,Completed,163
C-1162,1162,43,6298692.800695131,2021-05-16,16,3.54,Good,Completed,1536
C-1163,1163,835,7914712.5696138935,2025-02-22,44,20.0,Good,Completed,410
C-1164,1164,418,8563501.042028686,2021-10-31,25,23.03,Good,Completed,1935
C-1165,1165,823,8151277.693709642,2021-11-16,1,4.55,Good,Completed,1099
C-1166,1166,236,8309136.798846984,2023-10-22,19,1.56,Good,Completed,2576
C-1167,1167,572,7175612.399919573,2024-05-18,17,22.73,Good,Completed,1937
C-1168,1168,379,10016068.86552353,2020-07-24,38,0.0,Good,Completed,-20
C-1169,1169,292,4046792.1766030835,2020-05-05,68,20.0,Good,Completed,-561
C-1170,1170,475,1282900.980924168,2021-09-18,24,20.0,Good,Completed,917
C-1171,1171,812,35899680.37486405,2022-12-15,26,21.88,Good,Completed,1405
C-1172,1172,611,8697758.070578827,2020-01-24,23,0.0,Good,Completed,-98
C-1173,1173,372,2239505.2902672007,2024-01-23,17,1.54,Good,Completed,2792
C-1174,1174,7,8661827.562467655,2024-05-20,2,5.76,Good,Completed,918
C-1175,1175,507,1727807.5297117382,2022-12-26,2,1.78,Good,Completed,1682
C-1176,1176,553,6701585.765681434,2025-12-26,14,5.8,Good,Completed,2906
C-1177,1177,270,1370404.8151624936,2023-03-12,0,0.0,Good,Completed,1327
C-1178,1178,775,5437375.092271604,2022-06-07,16,1.98,Good,Completed,1928
C-1179,1179,257,34005404.74780278,2021-02-20,60,33.61,Poor,Terminated,376
C-1180,1180,116,9249044.368724583,2024-06-22,21,0.01,Good,Completed,1167
C-1181,1181,36,8111272.219121762,2022-07-20,3,5.11,Good,Completed,616
C-1182,1182,71,4189077.3140065013,2024-06-30,55,20.0,Good,Completed,534
C-1183,1183,500,2820933.269819367,2025-12-18,35,26.46,Good,Completed,2389
C-1184,1184,382,32715968.968638685,2025-09-14,77,24.51,Poor,Terminated,-27
C-1185,1185,482,6022204.1264504,2025-12-29,37,21.58,Good,Completed,1601
C-1186,1186,108,6656457.39126561,2023-03-03,60,22.45,Good,Completed,410
C-1187,1187,964,1627845.9998079878,2020-04-02,52,0.0,Good,Completed,-976
C-1188,1188,321,5743331.380858922,2025-10-14,0,3.01,Good,Completed,1624
C-1189,1189,509,5543671.558890055,2025-07-31,0,1.21,Good,Completed,1295
C-1190,1190,319,21377059.36963416,2023-02-21,57,22.49,Poor,Completed,2549
C-1191,1191,27,6007140.729314532,2021-01-18,46,21.73,Good,Completed,792
C-1192,1192,823,865961.8488471328,2025-01-13,1,3.34,Good,Completed,2253
C-1193,1193,775,6140119.376520926,2022-02-13,10,2.84,Good,Completed,1814
C-1194,1194,258,10027795.230149668,2022-07-15,10,4.79,Good,Completed,683
C-1195,1195,44,440117834.04919,2021-01-08,152,61.79,Poor,Completed,-712
C-1196,1196,111,376273931.35303664,2022-01-10,431,168.57,Poor,Terminated,61
C-1197,1197,953,9671119.580981053,2021-07-01,61,23.44,Good,Completed,66
C-1198,1198,822,399666263.74683446,2025-02-07,73,40.54,Poor,Completed,957
C-1199,1199,204,6341027.700598197,2020-09-15,15,0.0,Good,Completed,-1845
C-1200,1200,30,232117047.94383892,2022-11-24,283,132.35,Poor,Terminated,1576
C-1201,1201,161,9628764.691119097,2021-04-11,16,0.25,Good,Completed,1624
C-1202,1202,435,5082070.69276503,2023-10-14,22,0.31,Good,Completed,1056
C-1203,1203,596,8855153.890697267,2021-04-21,24,4.87,Good,Completed,-729
C-1204,1204,257,7128119.202991277,2025-07-28,15,2.38,Good,Completed,1995
C-1205,1205,41,7192781.209552055,2023-02-03,28,5.93,Good,Completed,-656
C-1206,1206,180,8140834.513972319,2020-03-18,54,20.74,Good,Completed,-90
C-1207,1207,739,14397275.535425682,2025-05-09,36,0.52,Good,Completed,158
C-1208,1208,99,8374531.237792575,2022-12-05,32,22.92,Good,Completed,398
C-1209,1209,330,8793138.630024482,2020-01-13,92,26.02,Good,Completed,-1449
C-1210,1210,243,7752799.65597168,2021-12-20,1,2.86,Good,Completed,1979
C-1211,1211,924,8115308.649025033,2020-08-22,40,1.53,Good,Completed,-9
C-1212,1212,813,7319758.0511989575,2025-05-04,17,20.0,Good,Completed,1643
C-1213,1213,474,3817235.112612273,2022-05-30,31,1.82,Good,Completed,-216
C-1214,1214,459,9946621.211496262,2020-08-10,16,0.91,Good,Completed,86
C-1215,1215,444,8329450.134582095,2021-03-08,49,0.78,Good,Completed,-970
C-1216,1216,293,2096457.805416365,2023-01-31,56,21.83,Good,Completed,2437
C-1217,1217,403,173596208.14024028,2022-06-18,11,6.25,Good,Completed,1902
C-1218,1218,549,2576305.0318558956,2022-12-03,39,4.06,Good,Completed,243
C-1219,1219,149,2879738.7699025464,2024-08-12,29,0.39,Good,Completed,-130
C-1220,1220,521,9625681.947376333,2021-05-10,58,21.55,Good,Completed,1509
C-1221,1221,648,3886642.9062606837,2022-03-31,12,1.94,Good,Completed,1256
C-1222,1222,237,36716968.611143135,2022-07-27,22,0.0,Good,Completed,2095
C-1223,1223,550,351926529.37392867,2023-03-21,72,22.77,Good,Completed,70
C-1224,1224,590,123434220.91371009,2020-08-26,65,24.61,Good,Completed,-227
C-1225,1225,563,37867197.03099273,2023-12-08,107,29.1,Poor,Completed,-418
C-1226,1226,608,450825531.68780744,2020-12-20,777,201.87,Poor,Terminated,-1017
C-1227,1227,156,7885149.299951406,2024-06-24,32,0.51,Good,Completed,-545
C-1228,1228,685,4398620.185911678,2022-02-26,78,20.75,Good,Completed,-182
C-1229,1229,93,2182304.100152628,2024-04-02,31,20.0,Good,Completed,1861
C-1230,1230,509,174353887.51342636,2021-02-19,31,5.93,Good,Completed,-328
C-1231,1231,739,7728065.355982651,2020-10-19,47,3.06,Good,Completed,-1505
C-1232,1232,649,418016.86048779363,2024-06-17,45,22.15,Good,Completed,-65
C-1233,1233,532,189276336.2027809,2020-03-10,70,23.86,Good,Completed,740
C-1234,1234,191,1707027.5272717571,2021-03-11,15,4.59,Good,Completed,-520
C-1235,1235,420,430209930.86570007,2025-10-03,351,194.5,Poor,Terminated,1109
C-1236,1236,986,7786962.931418818,2020-09-17,14,1.31,Good,Completed,1667
C-1237,1237,278,5376490.33769149,2023-04-20,14,0.83,Good,Completed,716
C-1238,1238,237,5103618.519947307,2024-02-02,13,0.0,Good,Completed,2650
C-1239,1239,546,7739616.816446815,2021-12-12,28,20.0,Good,Completed,1093
C-1240,1240,137,100559225.69120358,2024-09-05,6,0.0,Good,Completed,1036
C-1241,1241,242,2097078.7419480074,2023-01-04,13,1.15,Good,Completed,1962
C-1242,1242,628,5070506.784373349,2024-06-13,14,2.97,Good,Completed,1905
C-1243,1243,459,104937091.94966151,2022-05-01,169,74.2,Poor,Terminated,715
C-1244,1244,649,5313900.412089854,2025-09-29,62,23.22,Good,Completed,404
C-1245,1245,694,1510693.8853713789,2020-02-16,16,0.0,Good,Completed,1472
C-1246,1246,36,9171225.450063882,2022-01-23,2,4.3,Good,Completed,438
C-1247,1247,465,1339771.5089029034,2024-08-08,55,0.0,Good,Completed,-420
C-1248,1248,906,22192855.25864053,2020-04-24,42,24.45,Good,Completed,-394
C-1249,1249,320,2453017.8368029697,2022-01-19,7,2.03,Good,Completed,2113
C-1250,1250,65,9505189.030840434,2024-06-03,87,20.0,Good,Completed,-219
C-1251,1251,474,48724919.32886057,2022-11-18,27,0.89,Good,Completed,-44
C-1252,1252,641,678621.6436300117,2022-11-30,18,1.97,Good,Completed,1574
C-1253,1253,200,9792254.30978948,2022-07-28,23,3.14,Good,Completed,184
C-1254,1254,320,23612780.649056386,2020-11-30,8,2.08,Good,Completed,1698
C-1255,1255,733,8052517.453782442,2021-02-13,43,4.18,Good,Completed,-398
C-1256,1256,753,3389482.598914954,2024-08-06,1,3.86,Good,Completed,1545
C-1257,1257,105,3462160.9786973535,2021-07-31,1,2.65,Good,Completed,940
C-1258,1258,389,1795873.8320669804,2021-06-25,47,0.0,Good,Completed,-568
C-1259,1259,775,37744509.07984012,2022-07-29,61,20.88,Poor,Terminated,1980
C-1260,1260,945,3363796.5405308916,2024-03-27,59,20.0,Good,Completed,2608
C-1261,1261,266,3302951.7175545143,2020-08-13,57,0.0,Good,Completed,-577
C-1262,1262,565,8722101.320357336,2023-01-05,71,20.0,Good,Completed,-526
C-1263,1263,884,384695951.81612426,2021-02-17,544,146.28,Poor,Terminated,1689
C-1264,1264,37,8100099.852767549,2023-07-19,24,0.35,Good,Completed,255
C-1265,1265,405,2209699.383474547,2020-11-21,32,0.0,Good,Completed,-987
C-1266,1266,594,4466441.662887287,2020-10-16,55,0.0,Good,Completed,-118
C-1267,1267,87,3035354.397934393,2021-08-23,33,3.1,Good,Completed,121
C-1268,1268,652,9053076.652234469,2025-07-28,20,21.9,Good,Completed,1843
C-1269,1269,441,7782437.0434993105,2020-02-08,19,0.0,Good,Completed,945
C-1270,1270,86,9963498.781818608,2020-07-18,44,0.72,Good,Completed,-1378
C-1271,1271,794,9443412.6101559,2022-04-13,82,20.0,Good,Completed,-821
C-1272,1272,142,5040049.852173221,2021-11-02,35,20.0,Good,Completed,1456
C-1273,1273,293,6675904.603916949,2025-11-17,18,20.0,Good,Completed,3458
C-1274,1274,548,856790.3365041248,2022-01-06,26,0.37,Good,Completed,-904
C-1275,1275,278,9270395.304334637,2020-05-14,36,1.26,Good,Completed,-355
C-1276,1276,971,9295599.961181756,2023-11-11,40,20.0,Good,Completed,2594
C-1277,1277,986,6819699.388658618,2020-08-29,13,0.0,Good,Completed,1648
C-1278,1278,704,13078040.67294611,2021-09-06,26,23.18,Good,Completed,1500
C-1279,1279,369,7427505.254991121,2024-04-08,1,0.0,Good,Completed,2866
C-1280,1280,17,5678213.521981991,2021-12-01,47,21.16,Good,Completed,-359
C-1281,1281,846,306400716.3848538,2021-02-02,461,97.39,Poor,Terminated,-705
C-1282,1282,554,67555565.89351347,2020-04-24,130,54.74,Poor,Terminated,163
C-1283,1283,520,5834673.384811861,2021-12-05,3,2.62,Good,Completed,1715
C-1284,1284,174,9351852.220355935,2022-10-31,54,1.42,Good,Completed,282
C-1285,1285,735,4743318.784454867,2023-08-21,2,3.72,Good,Completed,717
C-1286,1286,411,2888431.540618954,2021-02-08,18,0.0,Good,Completed,469
C-1287,1287,738,310368860.8230585,2022-03-07,47,28.2,Poor,Completed,1728
C-1288,1288,228,31989592.998537216,2020-09-01,58,20.0,Good,Completed,348
C-1289,1289,826,8471783.665098181,2020-01-30,11,2.44,Good,Completed,1328
C-1290,1290,421,5738028.101210549,2024-08-15,49,20.0,Good,Completed,1953
C-1291,1291,676,46360915.25074334,2021-12-26,65,20.0,Good,Completed,-366
C-1292,1292,372,9362594.571832513,2024-11-09,15,0.2,Good,Completed,3083
C-1293,1293,621,1924865.43697694,2024-09-02,36,0.0,Good,Completed,-210
C-1294,1294,721,3846808.7361242687,2023-08-17,42,20.0,Good,Completed,1315
C-1295,1295,407,41691276.734533764,2023-11-25,8,0.0,Good,Completed,2648
C-1296,1296,380,1596311.1670310008,2023-07-04,44,4.37,Good,Completed,169
C-1297,1297,760,10336306.149787206,2025-04-27,50,24.72,Good,Completed,1078
C-1298,1298,916,3455547.3260806296,2023-10-11,45,20.65,Good,Completed,2647
C-1299,1299,111,3470641.1033028048,2020-09-20,32,3.92,Good,Completed,-416
C-1300,1300,366,7829944.379304761,2025-10-22,18,0.0,Good,Completed,2492
C-1301,1301,793,3793222.8491108804,2023-12-04,41,20.0,Good,Completed,1466
C-1302,1302,800,4223849.494219814,2021-02-26,25,3.82,Good,Completed,-1665
C-1303,1303,846,1332695.0548248123,2025-07-20,8,0.0,Good,Completed,924
C-1304,1304,39,1249849.536458349,2025-08-25,0,0.0,Good,Completed,3011
C-1305,1305,981,189765294.2730609,2022-01-21,40,2.94,Good,Completed,-951
C-1306,1306,181,2067457.6503590425,2022-11-04,58,22.18,Good,Completed,1407
C-1307,1307,691,8960439.639824064,2021-03-18,10,0.35,Good,Completed,-1779
C-1308,1308,181,127748559.11428884,2020-12-02,220,97.87,Poor,Completed,705
C-1309,1309,254,92248502.46173126,2021-02-24,90,59.21,Poor,Completed,1660
C-1310,1310,728,9819720.363900706,2024-04-08,1,0.0,Good,Completed,807
C-1311,1311,516,5064817.186581779,2025-04-05,19,20.26,Good,Completed,500
C-1312,1312,552,351660041.7590939,2025-01-27,535,94.17,Poor,Terminated,914
C-1313,1313,690,9190402.437618444,2025-11-06,55,20.0,Good,Completed,338
C-1314,1314,788,9796038.681493342,2022-03-12,4,1.1,Good,Completed,573
C-1315,1315,504,3824208.801476216,2024-04-20,13,2.9,Good,Completed,2171
C-1316,1316,922,187815492.59637374,2022-08-13,252,143.56,Poor,Terminated,1550
C-1317,1317,943,269409922.30029994,2022-07-07,230,79.57,Poor,Terminated,2272
C-1318,1318,828,3286000.7046978334,2025-09-17,35,0.0,Good,Completed,208
C-1319,1319,551,512606.4973553429,2020-02-17,0,0.55,Good,Completed,1426
C-1320,1320,750,27092556.383247733,2021-08-23,74,18.52,Poor,Completed,-781
C-1321,1321,415,5644423.107132781,2021-09-26,45,0.0,Good,Completed,-718
C-1322,1322,648,3379856.1971496935,2020-05-13,17,0.34,Good,Completed,569
C-1323,1323,998,2835232.8447266635,2021-02-20,65,21.81,Good,Completed,-1192
C-1324,1324,200,8385787.838371914,2022-05-20,12,1.03,Good,Completed,115
C-1325,1325,383,248870696.12054488,2023-03-12,98,39.82,Poor,Completed,2115
C-1326,1326,179,2794422.2974764714,2025-10-29,43,20.75,Good,Completed,3083
C-1327,1327,252,6175455.670363595,2022-08-17,3,0.0,Good,Completed,578
C-1328,1328,747,6782814.470802692,2022-04-21,11,0.0,Good,Completed,993
C-1329,1329,425,98733697.26679645,2022-05-05,156,75.9,Poor,Completed,2103
C-1330,1330,489,1209742.598638156,2021-08-17,47,0.33,Good,Completed,-376
C-1331,1331,495,44096996.65119899,2020-01-08,13,1.57,Good,Completed,-957
C-1332,1332,821,7733654.441058586,2021-04-22,30,0.0,Good,Completed,-1031
C-1333,1333,681,9473703.619518481,2020-01-20,0,0.0,Good,Completed,752
C-1334,1334,889,9297735.30888537,2024-09-28,18,2.54,Good,Completed,486
C-1335,1335,512,6622184.037950552,2023-01-08,19,0.4,Good,Completed,1000
C-1336,1336,41,230929538.53255787,2023-02-24,387,98.4,Poor,Terminated,-635
C-1337,1337,194,1547625.8295328186,2025-02-10,14,0.0,Good,Completed,813
C-1338,1338,470,3337924.1316182436,2024-03-31,3,1.11,Good,Completed,1786
C-1339,1339,73,40964692.54020926,2020-09-17,40,22.53,Good,Completed,297
C-1340,1340,659,2464318.5932703116,2020-04-09,29,2.93,Good,Completed,-71
C-1341,1341,598,10067289.180144146,2021-10-01,56,20.0,Good,Completed,-1189
C-1342,1342,240,5315717.071678691,2020-11-20,43,22.72,Good,Completed,572
C-1343,1343,924,1522879.5472324383,2021-08-31,8,1.97,Good,Completed,365
C-1344,1344,991,3099174.1761138714,2021-08-15,15,5.18,Good,Completed,-673
