tender_id,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
628,Motor Vehicles & Spare Parts,7168931,2023-05-29,Supply and delivery of motor vehicles & spare parts items,Ministry of Successful
629,Construction & Civil Works,238457294,2023-08-14,Supply and delivery of construction & civil works items,Ministry of Political
630,Medical Supplies & Pharmaceuticals,8891765,2023-06-11,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Include
631,ICT Equipment & Software,49937614,2025-11-17,Supply and delivery of ict equipment & software items,Ministry of Democratic
632,Construction & Civil Works,380238748,2025-09-09,Supply and delivery of construction & civil works items,Ministry of Attack
633,Cleaning & Sanitary Services,7657773,2023-03-17,Supply and delivery of cleaning & sanitary services items,Ministry of Cup
634,ICT Equipment & Software,15617715,2022-11-06,Supply and delivery of ict equipment & software items,Ministry of Get
635,ICT Equipment & Software,40620224,2023-06-01,Supply and delivery of ict equipment & software items,Ministry of Live
636,Motor Vehicles & Spare Parts,1907402,2023-11-01,Supply and delivery of motor vehicles & spare parts items,Ministry of Fly
637,Motor Vehicles & Spare Parts,9623979,2020-07-23,Supply and delivery of motor vehicles & spare parts items,Ministry of Body
638,Cleaning & Sanitary Services,9148595,2024-01-18,Supply and delivery of cleaning & sanitary services items,Ministry of Cost
639,Cleaning & Sanitary Services,343877,2020-03-11,Supply and delivery of cleaning & sanitary services items,Ministry of Risk
640,Office Stationery & Supplies,1020759,2023-08-14,Supply and delivery of office stationery & supplies items,Ministry of Agreement
641,ICT Equipment & Software,48870781,2021-02-13,Supply and delivery of ict equipment & software items,Ministry of Available
642,Consultancy Services,5886572,2025-06-19,Supply and delivery of consultancy services items,Ministry of Imagine
643,ICT Equipment & Software,43910212,2021-09-13,Supply and delivery of ict equipment & software items,Ministry of Early
644,Construction & Civil Works,121017893,2021-09-29,Supply and delivery of construction & civil works items,Ministry of Need
645,ICT Equipment & Software,2358997,2020-06-02,Supply and delivery of ict equipment & software items,Ministry of Art
646,ICT Equipment & Software,27084650,2022-03-18,Supply and delivery of ict equipment & software items,Ministry of Activity
647,Medical Supplies & Pharmaceuticals,1529290,2021-01-11,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Trade
648,Cleaning & Sanitary Services,2220711,2025-06-16,Supply and delivery of cleaning & sanitary services items,Ministry of Include
649,Consultancy Services,6371271,2020-12-10,Supply and delivery of consultancy services items,Ministry of Bring
650,ICT Equipment & Software,28161213,2020-10-09,Supply and delivery of ict equipment & software items,Ministry of Kid
651,Construction & Civil Works,463904191,2022-11-13,Supply and delivery of construction & civil works items,Ministry of Authority
652,Medical Supplies & Pharmaceuticals,8976659,2022-05-02,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Well
653,Motor Vehicles & Spare Parts,539439,2025-03-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Case
654,Cleaning & Sanitary Services,1364134,2025-03-22,Supply and delivery of cleaning & sanitary services items,Ministry of Force
655,Consultancy Services,5859919,2022-08-04,Supply and delivery of consultancy services items,Ministry of Security
656,Office Stationery & Supplies,5955319,2023-12-27,Supply and delivery of office stationery & supplies items,Ministry of Cold
657,Motor Vehicles & Spare Parts,1047272,2023-08-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Wrong
658,Office Stationery & Supplies,5830482,2021-11-10,Supply and delivery of office stationery & supplies items,Ministry of Degree
659,Medical Supplies & Pharmaceuticals,6041028,2023-01-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Reveal
660,ICT Equipment & Software,16442096,2022-10-02,Supply and delivery of ict equipment & software items,Ministry of Defense
661,Motor Vehicles & Spare Parts,6443902,2020-01-17,Supply and delivery of motor vehicles & spare parts items,Ministry of Character
662,Motor Vehicles & Spare Parts,7848408,2022-09-03,Supply and delivery of motor vehicles & spare parts items,Ministry of Thank
663,Motor Vehicles & Spare Parts,2721158,2022-05-24,Supply and delivery of motor vehicles & spare parts items,Ministry of Surface
664,Consultancy Services,6243243,2021-06-24,Supply and delivery of consultancy services items,Ministry of Get
665,Construction & Civil Works,195304016,2025-06-17,Supply and delivery of construction & civil works items,Ministry of Until
666,ICT Equipment & Software,2498173,2022-12-11,Supply and delivery of ict equipment & software items,Ministry of Maintain
667,Consultancy Services,4806797,2023-06-16,Supply and delivery of consultancy services items,Ministry of Since
668,Office Stationery & Supplies,1590017,2020-07-18,Supply and delivery of office stationery & supplies items,Ministry of Race
669,ICT Equipment & Software,43312486,2025-04-14,Supply and delivery of ict equipment & software items,Ministry of Loss
670,Medical Supplies & Pharmaceuticals,741593,2022-01-29,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Thousand
671,ICT Equipment & Software,27132954,2024-04-08,Supply and delivery of ict equipment & software items,Ministry of Finish
672,Medical Supplies & Pharmaceuticals,2397905,2022-05-06,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Than
673,Cleaning & Sanitary Services,4297079,2024-11-09,Supply and delivery of cleaning & sanitary services items,Ministry of Continue
674,ICT Equipment & Software,48780115,2022-06-28,Supply and delivery of ict equipment & software items,Ministry of Country
675,Motor Vehicles & Spare Parts,1906210,2025-05-25,Supply and delivery of motor vehicles & spare parts items,Ministry of Significant
676,Consultancy Services,6456605,2022-08-04,Supply and delivery of consultancy services items,Ministry of If
677,Construction & Civil Works,403407463,2025-06-18,Supply and delivery of construction & civil works items,Ministry of Cover
678,Medical Supplies & Pharmaceuticals,4501207,2024-03-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Beyond
679,Motor Vehicles & Spare Parts,6191111,2022-05-12,Supply and delivery of motor vehicles & spare parts items,Ministry of Young
680,Office Stationery & Supplies,8840973,2020-04-05,Supply and delivery of office stationery & supplies items,Ministry of Value
681,Consultancy Services,8849917,2025-03-22,Supply and delivery of consultancy services items,Ministry of Eye
682,Medical Supplies & Pharmaceuticals,9266243,2025-04-17,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Note
683,Consultancy Services,7391916,2021-10-01,Supply and delivery of consultancy services items,Ministry of Whom
684,Medical Supplies & Pharmaceuticals,9319865,2020-05-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of She
685,Cleaning & Sanitary Services,9811781,2024-05-01,Supply and delivery of cleaning & sanitary services items,Ministry of Director
686,Motor Vehicles & Spare Parts,7980055,2025-06-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Its
687,Motor Vehicles & Spare Parts,4080053,2025-12-14,Supply and delivery of motor vehicles & spare parts items,Ministry of On
688,ICT Equipment & Software,5607742,2020-09-22,Supply and delivery of ict equipment & software items,Ministry of Home
689,Motor Vehicles & Spare Parts,4001403,2020-06-16,Supply and delivery of motor vehicles & spare parts items,Ministry of Book
690,Cleaning & Sanitary Services,1945700,2023-01-10,Supply and delivery of cleaning & sanitary services items,Ministry of State
691,Cleaning & Sanitary Services,6982727,2021-12-15,Supply and delivery of cleaning & sanitary services items,Ministry of Little
692,Cleaning & Sanitary Services,971535,2020-12-27,Supply and delivery of cleaning & sanitary services items,Ministry of Despite
693,Medical Supplies & Pharmaceuticals,1842166,2023-01-13,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Maintain
694,Construction & Civil Works,291673984,2020-02-28,Supply and delivery of construction & civil works items,Ministry of Purpose
695,Motor Vehicles & Spare Parts,7727742,2024-03-01,Supply and delivery of motor vehicles & spare parts items,Ministry of So
696,ICT Equipment & Software,42939480,2022-10-09,Supply and delivery of ict equipment & software items,Ministry of Gun
697,Motor Vehicles & Spare Parts,9940745,2024-06-22,Supply and delivery of motor vehicles & spare parts items,Ministry of Total
698,Consultancy Services,2842455,2021-03-01,Supply and delivery of consultancy services items,Ministry of Always
699,ICT Equipment & Software,23290920,2020-01-24,Supply and delivery of ict equipment & software items,Ministry of Building
700,Cleaning & Sanitary Services,395599,2024-04-02,Supply and delivery of cleaning & sanitary services items,Ministry of Century
701,ICT Equipment & Software,47582866,2021-12-17,Supply and delivery of ict equipment & software items,Ministry of Smile
702,Medical Supplies & Pharmaceuticals,697904,2022-10-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Main
703,Motor Vehicles & Spare Parts,216841,2020-05-29,Supply and delivery of motor vehicles & spare parts items,Ministry of Official
704,Motor Vehicles & Spare Parts,8658542,2023-12-10,Supply and delivery of motor vehicles & spare parts items,Ministry of Sell
705,Motor Vehicles & Spare Parts,5926038,2025-09-12,Supply and delivery of motor vehicles & spare parts items,Ministry of Challenge
706,Motor Vehicles & Spare Parts,337068,2022-10-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Family
707,Construction & Civil Works,70113119,2025-01-17,Supply and delivery of construction & civil works items,Ministry of Conference
708,Construction & Civil Works,285973351,2025-01-11,Supply and delivery of construction & civil works items,Ministry of Policy
709,Medical Supplies & Pharmaceuticals,951161,2020-08-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Financial
710,Office Stationery & Supplies,4872945,2020-09-29,Supply and delivery of office stationery & supplies items,Ministry of Site
711,Consultancy Services,1738846,2022-05-06,Supply and delivery of consultancy services items,Ministry of Bank
712,Medical Supplies & Pharmaceuticals,9948018,2024-01-11,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Activity
713,Medical Supplies & Pharmaceuticals,8813542,2024-01-24,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Class
714,Construction & Civil Works,476564514,2022-08-23,Supply and delivery of construction & civil works items,Ministry of Could
715,ICT Equipment & Software,964310,2021-04-19,Supply and delivery of ict equipment & software items,Ministry of Already
716,Motor Vehicles & Spare Parts,3814755,2025-05-09,Supply and delivery of motor vehicles & spare parts items,Ministry of No
717,Office Stationery & Supplies,3227640,2021-04-18,Supply and delivery of office stationery & supplies items,Ministry of Same
718,Cleaning & Sanitary Services,4198535,2020-04-14,Supply and delivery of cleaning & sanitary services items,Ministry of Prove
719,Consultancy Services,9660912,2024-11-13,Supply and delivery of consultancy services items,Ministry of Put
